NZ_KN234831.1_1688	GCF_000764285.1	F1871_1
NZ_CM002918.1_1679	GCF_000762955.1	F1871_1
NZ_AZLN01000001.1_63	GCF_000762245.1	F1871_1
NZ_AZLN01000003.1_51	GCF_000762245.1	F1710_1
NZ_JRTS01000030.1_19	GCF_000765455.1	F2178_1
NZ_JRTS01000185.1_28	GCF_000765455.1	F1871_1
NZ_JRTS01000138.1_6	GCF_000765455.1	F3276_2
NZ_AZLN01000023.1_23	GCF_000762245.1	F3276_2
NZ_KN234831.1_2058	GCF_000764285.1	F3276_2
NZ_CM002918.1_1312	GCF_000762955.1	F3276_2
NZ_JRTS01000032.1_14	GCF_000765455.1	F1710_1
NZ_JRTS01000105.1_10	GCF_000765455.1	F0583_1
NZ_AZLN01000012.1_11	GCF_000762245.1	F2098_1
NZ_AZLN01000008.1_8	GCF_000762245.1	F0583_1
NZ_CM002918.1_1592	GCF_000762955.1	F0583_1
NZ_KN234831.1_1774	GCF_000764285.1	F0583_1
NZ_AZLN01000029.1_62	GCF_000762245.1	F1764_1
NZ_JRTS01000124.1_59	GCF_000765455.1	F1764_1
NZ_JRTS01000121.1_54	GCF_000765455.1	F2003_1
NZ_KN234831.1_2458	GCF_000764285.1	F1335_1
NZ_CM002918.1_830	GCF_000762955.1	F1335_1
NZ_JRTS01000030.1_24	GCF_000765455.1	F1335_1
NZ_AZLN01000008.1_36	GCF_000762245.1	F1032_1
NZ_CM002918.1_1654	GCF_000762955.1	F2003_1
NZ_KN234831.1_1713	GCF_000764285.1	F2003_1
NZ_AZLN01000005.1_8	GCF_000762245.1	F0357_1
NZ_AZLN01000034.1_40	GCF_000762245.1	F1335_1
NZ_JRTS01000124.1_30	GCF_000765455.1	F2098_1
NZ_KN234831.1_2787	GCF_000764285.1	F1710_1
NZ_KN234831.1_2467	GCF_000764285.1	F0904_1
NZ_AZLN01000032.1_24	GCF_000762245.1	F2610_1
NZ_CM002918.1_821	GCF_000762955.1	F0904_1
NZ_CM002918.1_518	GCF_000762955.1	F1710_1
NZ_CM002918.1_1269	GCF_000762955.1	F1378_1
NZ_KN234831.1_1928	GCF_000764285.1	F1764_1
NZ_KN234831.1_2101	GCF_000764285.1	F1378_1
NZ_CM002918.1_1439	GCF_000762955.1	F1764_1
NZ_AZLN01000008.1_24	GCF_000762245.1	F2003_1
NZ_AZLN01000007.1_82	GCF_000762245.1	F3230_1
NZ_JRTS01000030.1_14	GCF_000765455.1	F0904_1
NZ_KN234831.1_2008	GCF_000764285.1	F2098_1
NZ_CM002918.1_1362	GCF_000762955.1	F2098_1
NZ_CM002918.1_1982	GCF_000762955.1	F3230_1
NZ_KN234831.1_1323	GCF_000764285.1	F3230_1
NZ_KN234831.1_651	GCF_000764285.1	F2610_1
NZ_AZLN01000034.1_49	GCF_000762245.1	F0904_1
NZ_CM002918.1_2632	GCF_000762955.1	F2610_1
NZ_AZLN01000005.1_55	GCF_000762245.1	F1378_1
NZ_JRTS01000046.1_5	GCF_000765455.1	F0701_1
NZ_JRTS01000140.1_7	GCF_000765455.1	F1378_1
NZ_JRTS01000081.1_9	GCF_000765455.1	F3230_1
NZ_CM002918.1_1352	GCF_000762955.1	F0357_1
NZ_JRTS01000030.1_17	GCF_000765455.1	F2809_1
NZ_KN234831.1_2018	GCF_000764285.1	F0357_1
NZ_JRTS01000124.1_1	GCF_000765455.1	F1032_1
NZ_JRTS01000086.1_15	GCF_000765455.1	F2623_1
NZ_AZLN01000001.1_150	GCF_000762245.1	F0701_1
NZ_JRTS01000124.1_40	GCF_000765455.1	F0357_1
NZ_CM002918.1_615	GCF_000762955.1	F0701_1
NZ_CM002918.1_1827	GCF_000762955.1	F0683_1
NZ_KN234831.1_2684	GCF_000764285.1	F0701_1
NZ_KN234831.1_1487	GCF_000764285.1	F0683_1
NZ_JRTS01000029.1_12	GCF_000765455.1	F1891_1
NZ_KN234831.1_1540	GCF_000764285.1	F2623_1
NZ_CM002918.1_1774	GCF_000762955.1	F2623_1
NZ_JRTS01000105.1_31	GCF_000765455.1	F0973_1
NZ_CM002918.1_1716	GCF_000762955.1	F1032_1
